Date,Name,Reviews,Language,ISO,Key phrases,Sum of Score sentiment,Sentiment
6/22/14,Johannes,"Tolle Wohnung, toller Balkon und tolle Gastgeber.  Die Wohnung ist die erste Saison in Betrieb und alles ist neu und richtig sauber. Unten im Haus wohnen die Eltern von Roberto und oben ist die Ferienwohnung.  Auf dem Balkon hat man im Juni von Morgens um 10Uhr bis Abends um 20Uhr Sonne. Länger gibt es in Riva del Garda glaub ich nirgendwo Sonne :-) Roberto ist sehr hilfsbereit und hat immer Tipps zum Essen gehen oder Bike Touren etc. parat. Da er selbst nicht im Haus wohnt, auch per SMS oder (Hidden by Airbnb) . Ebenfalls erwähnenswert der Vater von Roberto, Gigi. Er ist immer für ein Plausch zu haben, hat uns ein Salat aus dem Garten geschenkt und hatte auch Einkaufstipps für Carnesalda und Wein parat.  Die Bike konnte wir bei Gigi im Keller sicher einschließen. Parkplatz direkt vor dem Haus an der Straße, die so gut wie nicht befahren ist. Die Lage ist absolut ruhig und nicht touristisch, einfach perfekt um zu entspannen. Keine Hotels oder ähnliches in der Nähe. Dafür gibt es bei Laden um die Ecke Morgens Brötchen vom Bäcker aus Rive.  Perfekt, wenn wir das nächste Mal nach Riva komme, dann sehr gerne wieder zu Roberto. Wäre schön, wenn Urlaub überall so wäre. Gruß Johannes und Marilena",German,de,"Roberto, Haus, Tolle Wohnung, Sonne, Gigi, Perfekt, tolle Gastgeber, toller Balkon, Bike Touren, Ecke Morgens Brötchen, Riva del Garda, per SMS, Hidden by Airbnb, Bäcker, Rive, Einkaufstipps, Essen, Saison, Betrieb, Laden, nächste Mal, Garten, Hotels, ähnliches, Nähe, Gruß Johannes, Marilena, Carnesalda, Wein, neu, Keller, Abends, Vater, Eltern, Lage, Salat, Parkplatz, Straße, Ferienwohnung, Plausch, Urlaub",54.70%,Negative
6/12/14,Andrea," This was our favorite stay of our trip through Italy! Roberto (and his mother) were very welcoming, charming and helpful. The apartment was in a quiet neighborhood and truly lovely and new. The terrace was outstanding and provided a great view. We were able to walk to the town in about 15 minutes or so - a nice walk.",English,en,"nice walk, quiet neighborhood, mother, favorite stay, trip, Italy, minutes, great view, town, terrace, apartment, Roberto",100.00%,Positive
5/23/14,Sergey,The reservation was canceled 20 days before arrival. This is an automated posting.,English,en,"reservation, days, arrival, automated posting",50.00%,Negative
5/19/14,Jochen,"Everything was great. - arrival / check-in - location (close to centre of Riva del Garda, restaurants, ...) - clean - WLAN - terrace - check-out I can really recommend this apartment! Thanks for everything.",English,en,"terrace - check, centre of Riva, location, restaurants, Garda, clean - WLAN, arrival, apartment, Thanks",100.00%,Positive
5/2/14,Vince,"Staying at Roberto was simply fantastic. The apartman is top notch, with huge balcony and great view. It's recently renovated, so everything is new, clean and modern! The downtown is only a few minutes of walk away, yet the area is very quiet. Roberto was an excellent host, he was very flexible with our late arrival. He was very helpful and kind. This is one of the best options to stay in Riva!",English,en,"Roberto, huge balcony, notch, great view, excellent host, best options, late arrival, apartman, minutes, area, kind, downtown",100.00%,Positive
4/29/14,Artem,"The apartments are wonderful, comfortable, clean. Very nice place, awesome view from terrace. I can advice this host to anybody.",English,en,"nice place, awesome view, terrace, apartments, host, advice",100.00%,Positive
4/28/14,Luís,"Perfezione è la parola che esprime l'appartamento. Dal parcheggio alla doccia. Un posto incredibilmente gradevole. Professionismo, gentilezza e simpatia sono le parole che esprimono Roberto e sua famiglia. Punteggio massimo! Reception 5 stelle! Grazie! Grazie! Grazie! :::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::: :::::::::::::::::::::::::::::::::::::::: ::::::::::::::::::::::::::::::::::::::::  Perfection is the word that expresses the apartment! From the parking to the shower . A shockingly nice place. Professionalism, kindness and sympathy are the words that express Roberto and his family. Maximum score! Reception 5 stars! Thank you! Thank you! Thank you!",English,en,"Grazie, Reception, express Roberto, parole che esprimono Roberto e sua famiglia, gentilezza e simpatia sono, parola che esprime l'appartamento, sympathy, words, Perfezione è, Professionismo, Dal parcheggio alla doccia, kindness, family, posto incredibilmente gradevole, Professionalism, Punteggio massimo, parking, shower, nice place, Maximum score, Perfection, apartment, stelle, stars",100.00%,Positive
4/24/14,Mareen,Roberto is a great hosts. He was always available and helpful. The apartment is new and very nicely decorated. You will find everything you need. There is a feeling of being at home. The view from the huge terrace is fantastic. The center is not far away and you can reach it in a 10 min walk. I can really recommend this place.,English,en,"view, huge terrace, Roberto, great hosts, apartment, feeling, home, center, walk, place",100.00%,Positive
4/21/14,Sigrid,"Sehr großzügige und neue Wohnung mit großer Terrasse in einer t (Hidden by Airbnb) schen Villa mit Aussicht Richtung Süden zum Gardasee und umliegenden Bergpanorama. Gelegen in einem wunderschönen Gebiet abseits vom Zentrum von Riva mit dörflichem Charakter, umgeben von Olivenbäumen. Angenehmer Fußweg zum Zentrum und See. Ein idealer Ort zum Entspannen und Ausruhen. Wir haben einen wunderbaren Urlaub verbracht und uns bei Roberto und seiner Familie sehr wohl und willkommen gefühlt! Sigrid und Hubert",German,de,"Zentrum, Aussicht Richtung Süden, schen Villa, Riva, Gardasee, Hidden by Airbnb, dörflichem Charakter, umliegenden Bergpanorama, wunderschönen Gebiet abseits, Terrasse, umgeben, Roberto, Olivenbäumen, Angenehmer Fußweg, Familie, idealer Ort, Entspannen",63.20%,Neutral
4/7/14,Gorazio,"Хочу поблагодарить Роберто и всю его семью на хорошие апартаменты и помощь в организации нашего пребывания в Риве. Они с полным пониманием и вниманием отнеслись к просьбе помочь организовать вечеринку по случаю моего дня рождления на 50 человек в саде их виллы. Сами заказали столы и скамьи и предоставили кухню в полное распоряжение. Провери наружное освещение над столами. Сами апартаменты реально новые-новые. Только закончился ремонт. Все на месте и работает. Терасса нереально оргомная) почти как сами апартаменты. Было бы чуть теплее и с нее просто не уйти))) Пешком до центра около 25 минут не торопясь, на машине 7 минут, велосипедом - 10-12 минут. Район спокойный, не шумный. Наличие собственного сада - это мега плюс!",Russian,ru,"апартаменты и помощь в организации, просьбе, пребывания в Риве, кухню в полное распоряжение, полным пониманием и вниманием, Провери наружное освещение, столами, вечеринку, столы и скамьи, саде, Наличие, сада, мега, Район спокойный, рождления, оргомная, машине, велосипедом, виллы, Терасса, Роберто, ремонт, центра",50.70%,Negative
